Frame,Visibility,X,Y
436,1,1067,305
437,1,1067,305
438,1,1067,305
439,1,1067,307
440,1,1067,305
441,1,1067,305
442,1,1067,305
443,1,1067,305
444,1,1067,305
445,1,1067,305
446,1,1067,305
447,1,1067,307
448,1,1067,305
449,1,1067,305
450,1,1067,305
451,1,1067,307
452,1,1067,305
453,1,1067,305
454,1,1067,305
455,1,1067,307
456,1,1067,305
457,1,1067,305
458,1,1067,305
459,1,1067,307
