uid,combo,mbti,school_major,mbti_w,difficulty,rating,院校名称,专业名称,Predicted_MBTI,最低分
u_0,化学+物理+生物,ISTJ,上海闵行职业技术学院_自动化类,0.0,0.25,1.0,上海闵行职业技术学院,自动化类,INTP,158
u_0,化学+物理+生物,ISTJ,上海邦德职业技术学院_物流类,0.0,0.25,1.0,上海邦德职业技术学院,物流类,ESTJ,159
u_0,化学+物理+生物,ISTJ,上海思博职业技术学院_建筑设计类,1.0,0.25,4.0,上海思博职业技术学院,建筑设计类,ISTJ,160
u_0,化学+物理+生物,ISTJ,上海思博职业技术学院_财务会计类,0.0,0.25,1.0,上海思博职业技术学院,财务会计类,ESTJ,162
u_0,化学+物理+生物,ISTJ,上海工商职业技术学院_电子信息类,0.0,0.25,1.0,上海工商职业技术学院,电子信息类,INTJ,164
u_0,化学+物理+生物,ISTJ,上海建设管理职业技术学院_林业类,0.5,0.25,2.5,上海建设管理职业技术学院,林业类,ISFJ,164
u_0,化学+物理+生物,ISTJ,上海现代化工职业学院_非金属材料类,0.0,0.25,1.0,上海现代化工职业学院,非金属材料类,INTP,164
u_0,化学+物理+生物,ISTJ,上海旅游高等专科学校_财务会计类,0.0,0.25,1.0,上海旅游高等专科学校,财务会计类,ESTJ,164
u_0,化学+物理+生物,ISTJ,江西司法警官职业学院_法律执行类,0.0,0.25,1.0,江西司法警官职业学院,法律执行类,ENTJ,165
u_0,化学+物理+生物,ISTJ,苏州高博软件技术职业学院_汽车制造类,1.0,0.25,4.0,苏州高博软件技术职业学院,汽车制造类,ISTJ,166
u_0,化学+物理+生物,ISTJ,上海思博职业技术学院_物流类,0.0,0.25,1.0,上海思博职业技术学院,物流类,ESTJ,168
u_0,化学+物理+生物,ISTJ,上海工商职业技术学院_机械设计制造类,1.0,0.25,4.0,上海工商职业技术学院,机械设计制造类,ISTJ,170
u_0,化学+物理+生物,ISTJ,四川国际标榜职业学院_电子商务类,0.0,0.25,1.0,四川国际标榜职业学院,电子商务类,INTP,170
u_0,化学+物理+生物,ISTJ,上海闵行职业技术学院_建筑设计类,1.0,0.25,4.0,上海闵行职业技术学院,建筑设计类,ISTJ,170
u_0,化学+物理+生物,ISTJ,上海济光职业技术学院_汽车制造类,1.0,0.25,4.0,上海济光职业技术学院,汽车制造类,ISTJ,171
u_0,化学+物理+生物,ISTJ,哈尔滨铁道职业技术学院_铁道运输类,1.0,0.25,4.0,哈尔滨铁道职业技术学院,铁道运输类,ISTJ,172
u_0,化学+物理+生物,ISTJ,湖南高速铁路职业技术学院_铁道运输类,1.0,0.25,4.0,湖南高速铁路职业技术学院,铁道运输类,ISTJ,173
u_0,化学+物理+生物,ISTJ,苏州高博软件技术职业学院_城市轨道交通类,0.0,0.25,1.0,苏州高博软件技术职业学院,城市轨道交通类,ESTP,175
u_0,化学+物理+生物,ISTJ,上海电影艺术职业学院_广播影视类,0.0,0.25,1.0,上海电影艺术职业学院,广播影视类,ESFP,176
u_0,化学+物理+生物,ISTJ,日照职业技术学院_航空运输类,0.0,0.25,1.0,日照职业技术学院,航空运输类,ESTP,176
u_0,化学+物理+生物,ISTJ,上海思博职业技术学院_金融类,0.0,0.25,1.0,上海思博职业技术学院,金融类,ESTJ,176
u_0,化学+物理+生物,ISTJ,上海济光职业技术学院_金融类,0.0,0.25,1.0,上海济光职业技术学院,金融类,ESTJ,177
u_0,化学+物理+生物,ISTJ,上海邦德职业技术学院_艺术设计类,1.0,0.25,4.0,上海邦德职业技术学院,艺术设计类,ISTJ,179
u_0,化学+物理+生物,ISTJ,上海闵行职业技术学院_道路运输类,1.0,0.25,4.0,上海闵行职业技术学院,道路运输类,ISTJ,179
u_0,化学+物理+生物,ISTJ,上海思博职业技术学院_汽车制造类,1.0,0.25,4.0,上海思博职业技术学院,汽车制造类,ISTJ,180
u_0,化学+物理+生物,ISTJ,上海建设管理职业技术学院_建筑设备类,0.0,0.25,1.0,上海建设管理职业技术学院,建筑设备类,ESTP,181
u_0,化学+物理+生物,ISTJ,上海民远职业技术学院_自动化类,0.0,0.25,1.0,上海民远职业技术学院,自动化类,INTP,182
u_0,化学+物理+生物,ISTJ,天津城市建设管理职业技术学院_自动化类,0.0,0.25,1.0,天津城市建设管理职业技术学院,自动化类,INTP,185
u_0,化学+物理+生物,ISTJ,广州民航职业技术学院_旅游类,0.0,0.25,1.0,广州民航职业技术学院,旅游类,ESFP,187
u_0,化学+物理+生物,ISTJ,西安铁路职业技术学院_铁道运输类,1.0,0.25,4.0,西安铁路职业技术学院,铁道运输类,ISTJ,187
u_0,化学+物理+生物,ISTJ,上海震旦职业学院_测绘地理信息类,0.0,0.25,1.0,上海震旦职业学院,测绘地理信息类,INTJ,187
u_0,化学+物理+生物,ISTJ,上海工商职业技术学院_道路运输类,1.0,0.25,4.0,上海工商职业技术学院,道路运输类,ISTJ,187
u_0,化学+物理+生物,ISTJ,上海邦德职业技术学院_财务会计类,0.0,0.25,1.0,上海邦德职业技术学院,财务会计类,ESTJ,187
u_0,化学+物理+生物,ISTJ,上海行健职业学院_语言类,0.0,0.25,1.0,上海行健职业学院,语言类,INFJ,187
u_0,化学+物理+生物,ISTJ,广州民航职业技术学院_航空运输类,0.0,0.25,1.0,广州民航职业技术学院,航空运输类,ESTP,189
u_0,化学+物理+生物,ISTJ,上海思博职业技术学院_机械设计制造类,1.0,0.25,4.0,上海思博职业技术学院,机械设计制造类,ISTJ,190
u_0,化学+物理+生物,ISTJ,上海行健职业学院_电子商务类,0.0,0.25,1.0,上海行健职业学院,电子商务类,INTP,190
u_0,化学+物理+生物,ISTJ,苏州工业职业技术学院_计算机类,0.0,0.25,1.0,苏州工业职业技术学院,计算机类,INTJ,191
u_0,化学+物理+生物,ISTJ,合肥职业技术学院_医学技术类,0.5,0.25,2.5,合肥职业技术学院,医学技术类,ISFJ,191
u_0,化学+物理+生物,ISTJ,江苏建筑职业技术学院_城市轨道交通类,0.0,0.25,1.0,江苏建筑职业技术学院,城市轨道交通类,ESTP,192
u_0,化学+物理+生物,ISTJ,上海出版印刷高等专科学校_新闻出版类,1.0,0.25,4.0,上海出版印刷高等专科学校,新闻出版类,ISTJ,192
u_0,化学+物理+生物,ISTJ,上海行健职业学院_自动化类,0.0,0.25,1.0,上海行健职业学院,自动化类,INTP,192
u_0,化学+物理+生物,ISTJ,上海出版印刷高等专科学校_旅游类,0.0,0.25,1.0,上海出版印刷高等专科学校,旅游类,ESFP,192
u_0,化学+物理+生物,ISTJ,上海科学技术职业学院_电子商务类,0.0,0.25,1.0,上海科学技术职业学院,电子商务类,INTP,193
u_0,化学+物理+生物,ISTJ,上海行健职业学院_道路运输类,1.0,0.25,4.0,上海行健职业学院,道路运输类,ISTJ,193
u_0,化学+物理+生物,ISTJ,天津生物工程职业技术学院_中医药类,0.0,0.25,1.0,天津生物工程职业技术学院,中医药类,INFJ,193
u_0,化学+物理+生物,ISTJ,上海科学技术职业学院_汽车制造类,1.0,0.25,4.0,上海科学技术职业学院,汽车制造类,ISTJ,194
u_0,化学+物理+生物,ISTJ,上海出版印刷高等专科学校_计算机类,0.0,0.25,1.0,上海出版印刷高等专科学校,计算机类,INTJ,194
u_0,化学+物理+生物,ISTJ,上海中侨职业技术大学_财务会计类,0.0,0.25,1.0,上海中侨职业技术大学,财务会计类,ESTJ,195
u_0,化学+物理+生物,ISTJ,上海中侨职业技术大学_计算机类,0.0,0.25,1.0,上海中侨职业技术大学,计算机类,INTJ,195
u_0,化学+物理+生物,ISTJ,上海中侨职业技术大学_食品类,1.0,0.25,4.0,上海中侨职业技术大学,食品类,ISTJ,195
u_0,化学+物理+生物,ISTJ,上海科学技术职业学院_安全防范类,1.0,0.25,4.0,上海科学技术职业学院,安全防范类,ISTJ,196
u_0,化学+物理+生物,ISTJ,上海行健职业学院_健康管理与促进类,0.0,0.25,1.0,上海行健职业学院,健康管理与促进类,ESFP,196
u_0,化学+物理+生物,ISTJ,湖南大众传媒职业技术学院_广播影视类,0.0,0.25,1.0,湖南大众传媒职业技术学院,广播影视类,ESFP,196
u_0,化学+物理+生物,ISTJ,大庆医学高等专科学校_健康管理与促进类,0.0,0.25,1.0,大庆医学高等专科学校,健康管理与促进类,ESFP,197
u_0,化学+物理+生物,ISTJ,天津市职业大学_餐饮类,0.0,0.25,1.0,天津市职业大学,餐饮类,ESFP,197
u_0,化学+物理+生物,ISTJ,上海科学技术职业学院_旅游类,0.0,0.25,1.0,上海科学技术职业学院,旅游类,ESFP,198
u_0,化学+物理+生物,ISTJ,上海出版印刷高等专科学校_文化服务类,0.0,0.25,1.0,上海出版印刷高等专科学校,文化服务类,ENFP,198
u_0,化学+物理+生物,ISTJ,上海中侨职业技术大学_护理类,0.0,0.25,1.0,上海中侨职业技术大学,护理类,ESFJ,199
u_0,化学+物理+生物,ISTJ,上海行健职业学院_旅游类,0.0,0.25,1.0,上海行健职业学院,旅游类,ESFP,199
u_0,化学+物理+生物,ISTJ,上海建设管理职业技术学院_测绘地理信息类,0.0,0.25,1.0,上海建设管理职业技术学院,测绘地理信息类,INTJ,199
u_0,化学+物理+生物,ISTJ,上海出版印刷高等专科学校_体育类,0.0,0.25,1.0,上海出版印刷高等专科学校,体育类,ESFJ,199
u_0,化学+物理+生物,ISTJ,上海科学技术职业学院_语言类,0.0,0.25,1.0,上海科学技术职业学院,语言类,INFJ,199
u_0,化学+物理+生物,ISTJ,天津海运职业学院_水上运输类,1.0,0.25,4.0,天津海运职业学院,水上运输类,ISTJ,201
u_0,化学+物理+生物,ISTJ,上海科学技术职业学院_自动化类,0.0,0.25,1.0,上海科学技术职业学院,自动化类,INTP,202
u_0,化学+物理+生物,ISTJ,上海出版印刷高等专科学校_电子信息类,0.0,0.25,1.0,上海出版印刷高等专科学校,电子信息类,INTJ,202
u_0,化学+物理+生物,ISTJ,上海中侨职业技术大学_经济贸易类,0.0,0.25,1.0,上海中侨职业技术大学,经济贸易类,ESTJ,202
u_0,化学+物理+生物,ISTJ,上海中侨职业技术大学_自动化类,0.0,0.25,1.0,上海中侨职业技术大学,自动化类,INTP,202
u_0,化学+物理+生物,ISTJ,上海中侨职业技术大学_药品与医疗器械类,1.0,0.25,4.0,上海中侨职业技术大学,药品与医疗器械类,ISTJ,203
u_0,化学+物理+生物,ISTJ,上海出版印刷高等专科学校_语言类,0.0,0.25,1.0,上海出版印刷高等专科学校,语言类,INFJ,204
u_0,化学+物理+生物,ISTJ,广州民航职业技术学院_电力技术类,0.0,0.25,1.0,广州民航职业技术学院,电力技术类,INTP,204
u_0,化学+物理+生物,ISTJ,上海中侨职业技术大学_土建施工类,0.0,0.25,1.0,上海中侨职业技术大学,土建施工类,ESTP,205
u_0,化学+物理+生物,ISTJ,上海济光职业技术学院_土建施工类,0.0,0.25,1.0,上海济光职业技术学院,土建施工类,ESTP,205
u_0,化学+物理+生物,ISTJ,江苏建筑职业技术学院_计算机类,0.0,0.25,1.0,江苏建筑职业技术学院,计算机类,INTJ,205
u_0,化学+物理+生物,ISTJ,山东畜牧兽医职业学院_畜牧业类,0.5,0.25,2.5,山东畜牧兽医职业学院,畜牧业类,ISFJ,205
u_0,化学+物理+生物,ISTJ,上海行健职业学院_航空装备类,1.0,0.25,4.0,上海行健职业学院,航空装备类,ISTJ,206
u_0,化学+物理+生物,ISTJ,上海中侨职业技术大学_语言类,0.0,0.25,1.0,上海中侨职业技术大学,语言类,INFJ,206
u_0,化学+物理+生物,ISTJ,江西财经职业学院_财务会计类,0.0,0.25,1.0,江西财经职业学院,财务会计类,ESTJ,206
u_0,化学+物理+生物,ISTJ,上海中侨职业技术大学_电子信息类,0.0,0.25,1.0,上海中侨职业技术大学,电子信息类,INTJ,206
u_0,化学+物理+生物,ISTJ,上海科学技术职业学院_电子信息类,0.0,0.25,1.0,上海科学技术职业学院,电子信息类,INTJ,206
u_0,化学+物理+生物,ISTJ,成都航空职业技术学院_航空运输类,0.0,0.25,1.0,成都航空职业技术学院,航空运输类,ESTP,206
u_0,化学+物理+生物,ISTJ,湖南铁道职业技术学院_轨道装备类,0.0,0.25,1.0,湖南铁道职业技术学院,轨道装备类,ESTP,206
u_0,化学+物理+生物,ISTJ,上海出版印刷高等专科学校_包装类,1.0,0.25,4.0,上海出版印刷高等专科学校,包装类,ISTJ,207
u_0,化学+物理+生物,ISTJ,上海科创职业技术学院_土建施工类,0.0,0.25,1.0,上海科创职业技术学院,土建施工类,ESTP,207
u_0,化学+物理+生物,ISTJ,四川建筑职业技术学院_土建施工类,0.0,0.25,1.0,四川建筑职业技术学院,土建施工类,ESTP,208
u_0,化学+物理+生物,ISTJ,大庆医学高等专科学校_中医药类,0.0,0.25,1.0,大庆医学高等专科学校,中医药类,INFJ,208
u_0,化学+物理+生物,ISTJ,上海科创职业技术学院_餐饮类,0.0,0.25,1.0,上海科创职业技术学院,餐饮类,ESFP,208
u_0,化学+物理+生物,ISTJ,上海中侨职业技术大学_建设工程管理类,0.0,0.25,1.0,上海中侨职业技术大学,建设工程管理类,ESTP,209
u_0,化学+物理+生物,ISTJ,上海科创职业技术学院_建筑设计类,1.0,0.25,4.0,上海科创职业技术学院,建筑设计类,ISTJ,210
u_0,化学+物理+生物,ISTJ,上海行健职业学院_计算机类,0.0,0.25,1.0,上海行健职业学院,计算机类,INTJ,211
u_0,化学+物理+生物,ISTJ,上海思博职业技术学院_旅游类,0.0,0.25,1.0,上海思博职业技术学院,旅游类,ESFP,212
u_0,化学+物理+生物,ISTJ,上海邦德职业技术学院_护理类,0.0,0.25,1.0,上海邦德职业技术学院,护理类,ESFJ,214
u_0,化学+物理+生物,ISTJ,上海南湖职业技术学院_电子商务类,0.0,0.25,1.0,上海南湖职业技术学院,电子商务类,INTP,214
u_0,化学+物理+生物,ISTJ,上海南湖职业技术学院_健康管理与促进类,0.0,0.25,1.0,上海南湖职业技术学院,健康管理与促进类,ESFP,214
u_0,化学+物理+生物,ISTJ,上海科学技术职业学院_道路运输类,1.0,0.25,4.0,上海科学技术职业学院,道路运输类,ISTJ,214
u_0,化学+物理+生物,ISTJ,上海行健职业学院_工商管理类,0.0,0.25,1.0,上海行健职业学院,工商管理类,ESTJ,214
u_0,化学+物理+生物,ISTJ,上海南湖职业技术学院_广播影视类,0.0,0.25,1.0,上海南湖职业技术学院,广播影视类,ESFP,214
u_0,化学+物理+生物,ISTJ,上海南湖职业技术学院_道路运输类,1.0,0.25,4.0,上海南湖职业技术学院,道路运输类,ISTJ,215
u_0,化学+物理+生物,ISTJ,常州信息职业技术学院_电子商务类,0.0,0.25,1.0,常州信息职业技术学院,电子商务类,INTP,215
u_0,化学+物理+生物,ISTJ,武汉外语外事职业学院_广播影视类,0.0,0.25,1.0,武汉外语外事职业学院,广播影视类,ESFP,215
u_0,化学+物理+生物,ISTJ,上海科学技术职业学院_机械设计制造类,1.0,0.25,4.0,上海科学技术职业学院,机械设计制造类,ISTJ,215
u_0,化学+物理+生物,ISTJ,常州信息职业技术学院_计算机类,0.0,0.25,1.0,常州信息职业技术学院,计算机类,INTJ,217
u_0,化学+物理+生物,ISTJ,上海中侨职业技术大学_旅游类,0.0,0.25,1.0,上海中侨职业技术大学,旅游类,ESFP,217
u_0,化学+物理+生物,ISTJ,石家庄医学高等专科学校_临床医学类,0.0,0.25,1.0,石家庄医学高等专科学校,临床医学类,ESFJ,218
u_0,化学+物理+生物,ISTJ,上海南湖职业技术学院_计算机类,0.0,0.25,1.0,上海南湖职业技术学院,计算机类,INTJ,219
u_0,化学+物理+生物,ISTJ,常州信息职业技术学院_金融类,0.0,0.25,1.0,常州信息职业技术学院,金融类,ESTJ,219
