epoch,final_loss,test_accuracy
196,0.21929979160428048,0.868868670886076
197,0.23457051217556,0.8635284810126582
198,0.23673448026180266,0.8654074367088608
199,0.23165805160999298,0.864121835443038
200,0.22426488429307936,0.860067246835443
201,0.22741437420248986,0.8597705696202531
202,0.2253809702396393,0.8687697784810127
203,0.22520330145955086,0.8670886075949367
204,0.23577508300542832,0.8632318037974683
205,0.2262041312456131,0.8673852848101266
206,0.24252717673778534,0.8665941455696202
207,0.22238921508193016,0.8685719936708861
208,0.21927001744508742,0.867879746835443
209,0.2242511987686157,0.868868670886076
210,0.21567331552505492,0.8682753164556962
211,0.22160636097192765,0.866495253164557
212,0.20733998596668243,0.8722310126582279
213,0.22722936034202576,0.8684731012658228
214,0.20338084176182747,0.8720332278481012
215,0.23215835452079772,0.8656052215189873
216,0.21547327682375908,0.8636273734177216
217,0.22635782420635223,0.8732199367088608
218,0.21112507522106172,0.872626582278481
219,0.21913871362805368,0.8745055379746836
220,0.2183448052406311,0.8717365506329114
221,0.2009326085448265,0.8729232594936709
222,0.2196163234114647,0.8680775316455697
223,0.2175036758184433,0.8687697784810127
224,0.20778517603874205,0.8697587025316456
225,0.21973099529743195,0.8713409810126582
226,0.19830782562494279,0.8665941455696202
227,0.2065211346745491,0.862440664556962
228,0.21169864431023597,0.8725276898734177
229,0.20646118715405465,0.8704509493670886
230,0.2073698304593563,0.8679786392405063
231,0.20408595949411393,0.868868670886076
232,0.2029810331761837,0.8692642405063291
233,0.20854146540164947,0.8698575949367089
234,0.21616621434688568,0.8699564873417721
235,0.20072011679410934,0.8715387658227848
236,0.21928800329566,0.8691653481012658
237,0.21045188054442407,0.8671875
238,0.21061371952295305,0.8681764240506329
239,0.20079658061265945,0.8675830696202531
240,0.20849955588579178,0.8608583860759493
241,0.2164455023407936,0.8728243670886076
242,0.1990960133075714,0.869560917721519
243,0.2026929298043251,0.869560917721519
244,0.21198980495333672,0.8658030063291139
245,0.20233889877796174,0.8722310126582279
246,0.20369414746761322,0.8712420886075949
247,0.21268727034330367,0.8674841772151899
248,0.19808314695954324,0.8707476265822784
249,0.18306139066815377,0.8725276898734177
250,0.18940173223614692,0.8732199367088608
251,0.20421212822198867,0.8730221518987342
252,0.2029784542322159,0.8675830696202531
253,0.20120999798178674,0.8742088607594937
254,0.19618505477905274,0.8709454113924051
255,0.19382365554571152,0.8737143987341772
256,0.19397366538643837,0.8679786392405063
257,0.1878981427848339,0.8725276898734177
258,0.1904175589978695,0.8740110759493671
259,0.1897022607922554,0.8713409810126582
260,0.1833835230767727,0.8703520569620253
261,0.18839824125170707,0.8746044303797469
262,0.18468916669487953,0.8711431962025317
263,0.18851779714226724,0.873318829113924
264,0.1904596470296383,0.871934335443038
265,0.1949373398721218,0.8732199367088608
266,0.17859545484185219,0.8731210443037974
267,0.19968148663640023,0.8673852848101266
268,0.19880160972476005,0.8723299050632911
269,0.18608849003911018,0.8732199367088608
270,0.17873233497142793,0.8679786392405063
271,0.17273181810975075,0.8765822784810127
272,0.1748250249028206,0.8727254746835443
273,0.18631102442741393,0.8728243670886076
274,0.20484578996896743,0.8711431962025317
275,0.17589765146374703,0.8711431962025317
276,0.19183156087994577,0.875692246835443
277,0.17683733016252517,0.8706487341772152
278,0.18656377121806145,0.8779667721518988
279,0.19080683186650277,0.8700553797468354
280,0.18466070517897606,0.8739121835443038
281,0.16753628641366958,0.8759889240506329
282,0.18427271008491516,0.8789556962025317
283,0.1701280191540718,0.8808346518987342
284,0.18609471514821052,0.8725276898734177
285,0.17698834240436553,0.8752966772151899
286,0.1907030822336674,0.8734177215189873
287,0.18385016962885856,0.8737143987341772
288,0.17974816381931305,0.8745055379746836
289,0.17721935018897056,0.8731210443037974
290,0.17116582185029983,0.8759889240506329
291,0.17572273254394533,0.8742088607594937
292,0.16484142124652862,0.8761867088607594
293,0.16922874353826045,0.8802412974683544
294,0.17448241785168647,0.8783623417721519
295,0.17147767633199693,0.8750988924050633
296,0.16775872826576232,0.8690664556962026
297,0.179982733130455,0.867879746835443
298,0.1734139433503151,0.8750988924050633
299,0.1686149615049362,0.8761867088607594
300,0.17591727927327155,0.8761867088607594
301,0.17045533239841462,0.8799446202531646
302,0.17696332901716233,0.8758900316455697
303,0.1685869288444519,0.8806368670886076
304,0.15935028970241547,0.8791534810126582
305,0.16629177555441857,0.8755933544303798
306,0.17887859418988228,0.8686708860759493
307,0.155805144906044,0.880439082278481
308,0.1646476837992668,0.8754944620253164
309,0.16715403378009797,0.876681170886076
310,0.15525156423449515,0.8776700949367089
311,0.16930195018649102,0.8770767405063291
312,0.1594679093360901,0.8707476265822784
313,0.16359661296010017,0.8759889240506329
314,0.16719176933169366,0.8760878164556962
315,0.15884779691696166,0.8754944620253164
316,0.16161560103297234,0.8782634493670886
317,0.15939899712800978,0.8749011075949367
318,0.1642895869910717,0.876681170886076
319,0.1596153473854065,0.8736155063291139
320,0.1576599095761776,0.8739121835443038
321,0.1584964267909527,0.875692246835443
322,0.15789220467209816,0.8770767405063291
323,0.14043589025735856,0.8731210443037974
324,0.16424169197678565,0.8735166139240507
325,0.14343755826354027,0.8720332278481012
326,0.15318514570593833,0.8716376582278481
327,0.15275904685258865,0.8768789556962026
328,0.15537704683840275,0.8739121835443038
329,0.1564190411567688,0.8739121835443038
330,0.16095562905073166,0.877373417721519
331,0.14202001363039016,0.8749011075949367
332,0.1422068792581558,0.8741099683544303
333,0.13903528690338135,0.8720332278481012
334,0.13500198192894458,0.8666930379746836
335,0.14910546958446502,0.8813291139240507
336,0.156717269718647,0.8746044303797469
337,0.15220750033855437,0.8739121835443038
338,0.14305755063891412,0.8768789556962026
339,0.15109365239739417,0.8789556962025317
340,0.14216310396790505,0.878065664556962
341,0.13859962299466133,0.8753955696202531
342,0.13976751789450645,0.8729232594936709
343,0.13865828551352025,0.879746835443038
344,0.14839187018573285,0.8774723101265823
345,0.14841797113418578,0.880439082278481
346,0.13405801460146904,0.8795490506329114
347,0.1461180853098631,0.8799446202531646
348,0.13545348547399044,0.879746835443038
349,0.14243318691849707,0.8796479430379747
350,0.138063692599535,0.8777689873417721
351,0.1132688594609499,0.8802412974683544
352,0.13779905751347543,0.8822191455696202
353,0.13752711713314056,0.8810324367088608
354,0.13803653970360755,0.8728243670886076
355,0.13841414377093314,0.880439082278481
356,0.1275191266834736,0.8812302215189873
357,0.12427051439881324,0.8760878164556962
358,0.136198890209198,0.8793512658227848
359,0.12798084057867526,0.8820213607594937
360,0.12593104511499406,0.8782634493670886
361,0.13195641972124578,0.8776700949367089
362,0.13108490310609341,0.8816257911392406
363,0.13314020201563836,0.8784612341772152
364,0.11960188739001751,0.8808346518987342
365,0.11926655925810337,0.881131329113924
366,0.13203248932957648,0.8829113924050633
367,0.1304559303820133,0.8788568037974683
368,0.12393605947494507,0.8803401898734177
369,0.1265961789339781,0.8818235759493671
370,0.1230185591429472,0.8814280063291139
371,0.14759586587548257,0.8771756329113924
372,0.12498468123376369,0.8833069620253164
373,0.13269177198410034,0.8789556962025317
374,0.11748788997530937,0.8822191455696202
375,0.1236824493855238,0.8831091772151899
376,0.12535142429172993,0.8790545886075949
377,0.11390647739171982,0.8818235759493671
378,0.12185286492109298,0.8782634493670886
379,0.1279079806804657,0.8801424050632911
380,0.12002819456160069,0.8836036392405063
381,0.1179674581438303,0.8802412974683544
382,0.11671501107513904,0.8805379746835443
383,0.11510139182209969,0.8825158227848101
384,0.11548378407955169,0.8771756329113924
385,0.11874466516077518,0.8790545886075949
386,0.12513691499829294,0.8772745253164557
387,0.11634843349456787,0.8794501582278481
388,0.11112919338047504,0.8781645569620253
389,0.11353623665869236,0.8800435126582279
390,0.1158725668489933,0.8788568037974683
391,0.1148534096777439,0.8822191455696202
392,0.11372296251356602,0.8794501582278481
393,0.11046981446444988,0.8837025316455697
394,0.10957567036151886,0.8793512658227848
395,0.10755319647490978,0.8810324367088608
396,0.10980618551373482,0.8839992088607594
397,0.10482538655400277,0.8826147151898734
398,0.10853881791234016,0.8796479430379747
399,0.1169768226146698,0.8798457278481012
400,0.10138143636286259,0.8793512658227848
401,0.1056399666517973,0.8800435126582279
402,0.10204951874911786,0.8805379746835443
403,0.10321239851415158,0.8810324367088608
404,0.11315448850393295,0.882120253164557
405,0.10317030429840088,0.8801424050632911
406,0.09991372503340244,0.8854825949367089
407,0.10776336941868067,0.8846914556962026
408,0.10317069299519062,0.8856803797468354
409,0.10359123967587948,0.881131329113924
410,0.10007773227989673,0.8849881329113924
411,0.09803641900420189,0.8807357594936709
412,0.10203477062284946,0.8806368670886076
413,0.10260785423219204,0.8836036392405063
414,0.1043405556678772,0.8834058544303798
415,0.09936312615871429,0.8816257911392406
416,0.10359519116580486,0.8816257911392406
417,0.09719546027481556,0.8808346518987342
418,0.09940460458397865,0.8829113924050633
419,0.10039652973413467,0.8814280063291139
420,0.09462831616401672,0.8807357594936709
421,0.0944565088301897,0.8814280063291139
422,0.09500661291182042,0.8778678797468354
423,0.1002576556801796,0.8810324367088608
424,0.10305921666324139,0.875692246835443
425,0.09145221628248691,0.883504746835443
426,0.09090063367038966,0.8794501582278481
427,0.08658634632825851,0.8800435126582279
428,0.09233696557581425,0.8839992088607594
429,0.0974491972476244,0.8829113924050633
430,0.0861934744566679,0.8831091772151899
431,0.09428390584886075,0.8857792721518988
432,0.09321929782629013,0.8824169303797469
433,0.09167587079107761,0.8830102848101266
434,0.09121303416788579,0.8843947784810127
435,0.08605208560824394,0.8859770569620253
436,0.09356923650950194,0.8845925632911392
437,0.08660978943109512,0.8837025316455697
438,0.09193438000977039,0.8823180379746836
439,0.0848619817942381,0.8823180379746836
440,0.08369728218764066,0.8850870253164557
441,0.08519308283925056,0.8838014240506329
442,0.0829585588723421,0.8869659810126582
443,0.08043064340949059,0.8849881329113924
444,0.08352217182517052,0.8823180379746836
445,0.07740312103182077,0.8810324367088608
446,0.08524532839655877,0.8806368670886076
447,0.08395085696130991,0.8838014240506329
448,0.07388940881937742,0.8849881329113924
449,0.07961848095059394,0.8841969936708861
450,0.08744915410876274,0.884493670886076
451,0.08251842617988586,0.8831091772151899
452,0.08117369316518307,0.8867681962025317
453,0.07740781899541617,0.8825158227848101
454,0.08013387471437454,0.8867681962025317
455,0.07939105309545993,0.8827136075949367
456,0.08086449153721333,0.8845925632911392
457,0.08396416120231151,0.8812302215189873
458,0.08374163571745158,0.8843947784810127
459,0.08065105181187392,0.8834058544303798
460,0.07000606991350651,0.8841969936708861
461,0.0814885587990284,0.8848892405063291
462,0.0768357427418232,0.8814280063291139
463,0.07759549550712108,0.8850870253164557
464,0.07192596279084683,0.8837025316455697
465,0.07291758175939321,0.884493670886076
466,0.07502119101583958,0.8841969936708861
467,0.07092327401041984,0.8855814873417721
468,0.07761801946908235,0.8870648734177216
469,0.0754135101288557,0.884493670886076
470,0.07013121623545886,0.8856803797468354
471,0.06771605707705021,0.8861748417721519
472,0.0666324783116579,0.8877571202531646
473,0.06818069837987423,0.8841969936708861
474,0.06948025479912757,0.8855814873417721
475,0.06809213247150182,0.8872626582278481
476,0.07022846415638924,0.8862737341772152
477,0.07063127897679805,0.8825158227848101
478,0.0716471104696393,0.8852848101265823
479,0.07571405731141567,0.888943829113924
480,0.06503467299044133,0.8879549050632911
481,0.06152063678950071,0.8847903481012658
482,0.0632303900271654,0.8860759493670886
483,0.07139577634632588,0.8872626582278481
484,0.0639535228535533,0.8852848101265823
485,0.07483396679162979,0.8897349683544303
486,0.06204933762550354,0.8879549050632911
487,0.06604170566424727,0.8855814873417721
488,0.06135247252881527,0.8870648734177216
489,0.06437428284436464,0.8867681962025317
490,0.06406654473394155,0.8871637658227848
491,0.07132666848599911,0.8857792721518988
492,0.06496691443026066,0.885185917721519
493,0.058916989117860794,0.8855814873417721
494,0.06130151242017746,0.8869659810126582
495,0.0614526503905654,0.8876582278481012
496,0.06358745578676463,0.889932753164557
497,0.06317356012761594,0.8893393987341772
498,0.0613224508240819,0.8863726265822784
499,0.05572646304965019,0.8863726265822784
500,0.05827773451805115,0.8839992088607594
501,0.06086630266159773,0.8863726265822784
502,0.060836837403476236,0.8883504746835443
503,0.05864456955343485,0.8863726265822784
504,0.05604047480970621,0.8884493670886076
505,0.058636205084621904,0.8872626582278481
506,0.06181450989097357,0.8873615506329114
507,0.06280798945575952,0.8893393987341772
508,0.06108993679285049,0.8876582278481012
509,0.05721852671355009,0.8865704113924051
510,0.05591607853770256,0.8877571202531646
511,0.05718184649944305,0.8876582278481012
512,0.0542833149805665,0.8881526898734177
513,0.05709471624344587,0.887559335443038
514,0.0543504161760211,0.8870648734177216
515,0.052903563380241395,0.8894382911392406
516,0.04890231180936098,0.8907238924050633
517,0.05661799777299166,0.887559335443038
518,0.04922656960785389,0.8885482594936709
519,0.057356261648237705,0.8894382911392406
520,0.05210767060518265,0.8859770569620253
521,0.04940529003739357,0.885185917721519
522,0.05607712041586638,0.889932753164557
523,0.05673536539077759,0.8870648734177216
524,0.052484357468783854,0.8866693037974683
525,0.04958352960646153,0.888943829113924
526,0.05243463695049286,0.8894382911392406
527,0.05131776139140129,0.8893393987341772
528,0.05173035141080618,0.8892405063291139
529,0.04906312223523855,0.8880537974683544
530,0.0499672132730484,0.8902294303797469
531,0.04593660796061158,0.8890427215189873
532,0.047875576037913564,0.8886471518987342
533,0.04768781019374728,0.8893393987341772
534,0.05319725900888443,0.8895371835443038
535,0.05184508536010981,0.889932753164557
536,0.05095261516049504,0.8926028481012658
537,0.04842575311660766,0.8885482594936709
538,0.049271695613861084,0.8890427215189873
539,0.053012710995972157,0.8904272151898734
540,0.04876308973878622,0.8902294303797469
541,0.049608676955103875,0.8912183544303798
542,0.05448862239718437,0.8893393987341772
543,0.04797803688794375,0.8894382911392406
544,0.049888594262301925,0.8890427215189873
545,0.04804126173257828,0.8890427215189873
546,0.047787241861224176,0.8870648734177216
547,0.056117948219180105,0.8901305379746836
548,0.044857983831316235,0.8867681962025317
549,0.05201761232689023,0.888943829113924
550,0.04407153513282538,0.8886471518987342
551,0.04564246982336044,0.8887460443037974
552,0.04998659707605839,0.8904272151898734
553,0.04762651756405831,0.8894382911392406
554,0.051206196248531344,0.8903283227848101
555,0.045981952399015424,0.8892405063291139
556,0.052994158379733564,0.8888449367088608
557,0.04414651487022638,0.8885482594936709
558,0.04389573115855455,0.889932753164557
559,0.04960103411227465,0.8902294303797469
560,0.046257014535367486,0.8907238924050633
561,0.04588259063661099,0.8879549050632911
562,0.046577791273593905,0.8897349683544303
563,0.04624062173068524,0.889932753164557
564,0.04149969588965177,0.8886471518987342
565,0.05021430695429444,0.889932753164557
566,0.04180813528597355,0.8894382911392406
567,0.04738340916112065,0.888251582278481
568,0.044059530477970836,0.8885482594936709
569,0.046846863124519585,0.8885482594936709
570,0.048948141634464266,0.8886471518987342
571,0.044057042337954044,0.8888449367088608
572,0.042110052108764645,0.8907238924050633
573,0.050238767117261884,0.8893393987341772
574,0.04655857600271702,0.8895371835443038
575,0.043491016589105126,0.8881526898734177
576,0.044234838634729386,0.8881526898734177
577,0.044785753376781944,0.8883504746835443
578,0.046607678644359114,0.8891416139240507
579,0.04265098795294762,0.8895371835443038
580,0.043276801966130735,0.8896360759493671
581,0.046128876060247424,0.8893393987341772
582,0.049116330463439224,0.8870648734177216
583,0.04505124192684889,0.8877571202531646
584,0.0423070053756237,0.8881526898734177
585,0.044238351173698905,0.8897349683544303
586,0.043568498808890584,0.8904272151898734
587,0.04739515125751495,0.8901305379746836
588,0.04401446808129549,0.8877571202531646
589,0.04727749129757285,0.8909216772151899
590,0.04767061732709408,0.8904272151898734
591,0.04591351240873337,0.8873615506329114
592,0.04103343343362212,0.890625
593,0.04258574441075325,0.8891416139240507
594,0.045303367190063,0.889932753164557
595,0.045813361778855324,0.8902294303797469
596,0.04172645514830947,0.8888449367088608
597,0.047175914831459526,0.8892405063291139
598,0.042901397496461866,0.8891416139240507
599,0.04316697433590889,0.8898338607594937
600,0.049512929283082485,0.8891416139240507
